DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,ERA_NM,CTPRVN_NM,SIGNGU_NM,ADDR,RELATE_RSTRNT_NM,RSTRNT_TEL_NO,RSTRNT_ADDR,REGIST_DE,CORE_KWRD_CN,OPN_DE
1204,천금이 아깝지 않은 임연수어 구이,"“서해안 사람들은 숭어 껍질에 밥을 싸 먹다가 가산을 탕진했고 강원도 사람들은 임연수 껍질 쌈밥만 먹다가 배까지 팔아먹었다”라는 설이 전해져 올 정도로 임연수어는 강원도를 대표하는 생선이다. 조림으로도 먹지만 생선구이를 했을 때만 바삭한 껍질을 먹을 수 있으므로 대체로 프라이팬에 구워 먹는다. 시중에 다양한 산지와 보관형태로 팔리지만, 그중에서도 최고로 치는 것은 동해안 바닷바람으로 반건조시킨 ‘반건조 임연수어’이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/75/73276/71546/c/천금이-아깝지-않은-임연수어-구이-thumb.jpg,https://ncms.nculture.org/food/story/6032,,강원도,,,감천골,0336527157,강원도 강릉시 성덕포남로152번길 16,20200904,"임연수, 이면수, 천석꾼, 생선구이",20221230
1205,천금이 아깝지 않은 임연수어 구이,"“서해안 사람들은 숭어 껍질에 밥을 싸 먹다가 가산을 탕진했고 강원도 사람들은 임연수 껍질 쌈밥만 먹다가 배까지 팔아먹었다”라는 설이 전해져 올 정도로 임연수어는 강원도를 대표하는 생선이다. 조림으로도 먹지만 생선구이를 했을 때만 바삭한 껍질을 먹을 수 있으므로 대체로 프라이팬에 구워 먹는다. 시중에 다양한 산지와 보관형태로 팔리지만, 그중에서도 최고로 치는 것은 동해안 바닷바람으로 반건조시킨 ‘반건조 임연수어’이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/75/73276/71546/c/천금이-아깝지-않은-임연수어-구이-thumb.jpg,https://ncms.nculture.org/food/story/6032,,강원도,,,농촌순두부,0336514009,강원도 강릉시 초당순두부길 108,20200904,"임연수, 이면수, 천석꾼, 생선구이",20221230
1206,천금이 아깝지 않은 임연수어 구이,"“서해안 사람들은 숭어 껍질에 밥을 싸 먹다가 가산을 탕진했고 강원도 사람들은 임연수 껍질 쌈밥만 먹다가 배까지 팔아먹었다”라는 설이 전해져 올 정도로 임연수어는 강원도를 대표하는 생선이다. 조림으로도 먹지만 생선구이를 했을 때만 바삭한 껍질을 먹을 수 있으므로 대체로 프라이팬에 구워 먹는다. 시중에 다양한 산지와 보관형태로 팔리지만, 그중에서도 최고로 치는 것은 동해안 바닷바람으로 반건조시킨 ‘반건조 임연수어’이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/75/73276/71546/c/천금이-아깝지-않은-임연수어-구이-thumb.jpg,https://ncms.nculture.org/food/story/6032,,강원도,,,묵호식당,0335334838,강원도 동해시 임항로 16-1,20200904,"임연수, 이면수, 천석꾼, 생선구이",20221230
1207,천금이 아깝지 않은 임연수어 구이,"“서해안 사람들은 숭어 껍질에 밥을 싸 먹다가 가산을 탕진했고 강원도 사람들은 임연수 껍질 쌈밥만 먹다가 배까지 팔아먹었다”라는 설이 전해져 올 정도로 임연수어는 강원도를 대표하는 생선이다. 조림으로도 먹지만 생선구이를 했을 때만 바삭한 껍질을 먹을 수 있으므로 대체로 프라이팬에 구워 먹는다. 시중에 다양한 산지와 보관형태로 팔리지만, 그중에서도 최고로 치는 것은 동해안 바닷바람으로 반건조시킨 ‘반건조 임연수어’이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/75/73276/71546/c/천금이-아깝지-않은-임연수어-구이-thumb.jpg,https://ncms.nculture.org/food/story/6032,,강원도,,,삼촌이는총각,0335339555,강원도 동해시 천곡로 67 2층,20200904,"임연수, 이면수, 천석꾼, 생선구이",20221230
1208,천금이 아깝지 않은 임연수어 구이,"“서해안 사람들은 숭어 껍질에 밥을 싸 먹다가 가산을 탕진했고 강원도 사람들은 임연수 껍질 쌈밥만 먹다가 배까지 팔아먹었다”라는 설이 전해져 올 정도로 임연수어는 강원도를 대표하는 생선이다. 조림으로도 먹지만 생선구이를 했을 때만 바삭한 껍질을 먹을 수 있으므로 대체로 프라이팬에 구워 먹는다. 시중에 다양한 산지와 보관형태로 팔리지만, 그중에서도 최고로 치는 것은 동해안 바닷바람으로 반건조시킨 ‘반건조 임연수어’이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/75/73276/71546/c/천금이-아깝지-않은-임연수어-구이-thumb.jpg,https://ncms.nculture.org/food/story/6032,,강원도,,,영철네생선구이맛집,0336373392,강원도 속초시 청초호반로 330,20200904,"임연수, 이면수, 천석꾼, 생선구이",20221230
1209,멸치를 회로도 먹나요? 기장 멸치회 무침,"칼슘의 왕이라고 하여 집밥이나 학교 급식 등에서 빠지지 않고 꾸준히 등장하는 반찬인 멸치는 그 크기에 따라 다양한 용도로 사용된다. 작은 멸치는 쪄서 말린 후 주로 멸치볶음으로 먹고, 중간 크기의 멸치는 젓갈로, 크기가 10~15cm에 달하는 큰 멸치는 멸치구이나 멸치회 무침으로 즐겨 먹는다. 멸치는 굉장히 익숙한 생선이지만, 멸치회 무침은 대부분 사람에게 생소한 음식이다. 그 이유는 멸치의 이름과 조업방식에서 연유한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6033,,부산광역시,기장군,부산 기장군 기장읍 대변리,방파제횟집,0517216155,부산광역시 기장군 기장읍 대변2길 1,20200904,"기장군, 멸치, 회, 유자망, 멸치털이, 멸치축제",20221230
1210,멸치를 회로도 먹나요? 기장 멸치회 무침,"칼슘의 왕이라고 하여 집밥이나 학교 급식 등에서 빠지지 않고 꾸준히 등장하는 반찬인 멸치는 그 크기에 따라 다양한 용도로 사용된다. 작은 멸치는 쪄서 말린 후 주로 멸치볶음으로 먹고, 중간 크기의 멸치는 젓갈로, 크기가 10~15cm에 달하는 큰 멸치는 멸치구이나 멸치회 무침으로 즐겨 먹는다. 멸치는 굉장히 익숙한 생선이지만, 멸치회 무침은 대부분 사람에게 생소한 음식이다. 그 이유는 멸치의 이름과 조업방식에서 연유한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6033,,부산광역시,기장군,부산 기장군 기장읍 대변리,수현횟집,0517218888,부산광역시 기장군 기장읍 기장해안로 631,20200904,"기장군, 멸치, 회, 유자망, 멸치털이, 멸치축제",20221230
1211,멸치를 회로도 먹나요? 기장 멸치회 무침,"칼슘의 왕이라고 하여 집밥이나 학교 급식 등에서 빠지지 않고 꾸준히 등장하는 반찬인 멸치는 그 크기에 따라 다양한 용도로 사용된다. 작은 멸치는 쪄서 말린 후 주로 멸치볶음으로 먹고, 중간 크기의 멸치는 젓갈로, 크기가 10~15cm에 달하는 큰 멸치는 멸치구이나 멸치회 무침으로 즐겨 먹는다. 멸치는 굉장히 익숙한 생선이지만, 멸치회 무침은 대부분 사람에게 생소한 음식이다. 그 이유는 멸치의 이름과 조업방식에서 연유한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6033,,부산광역시,기장군,부산 기장군 기장읍 대변리,용암할매횟집,0517212483,부산광역시 기장군 기장읍 기장해안로 615,20200904,"기장군, 멸치, 회, 유자망, 멸치털이, 멸치축제",20221230
1212,멸치를 회로도 먹나요? 기장 멸치회 무침,"칼슘의 왕이라고 하여 집밥이나 학교 급식 등에서 빠지지 않고 꾸준히 등장하는 반찬인 멸치는 그 크기에 따라 다양한 용도로 사용된다. 작은 멸치는 쪄서 말린 후 주로 멸치볶음으로 먹고, 중간 크기의 멸치는 젓갈로, 크기가 10~15cm에 달하는 큰 멸치는 멸치구이나 멸치회 무침으로 즐겨 먹는다. 멸치는 굉장히 익숙한 생선이지만, 멸치회 무침은 대부분 사람에게 생소한 음식이다. 그 이유는 멸치의 이름과 조업방식에서 연유한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6033,,부산광역시,기장군,부산 기장군 기장읍 대변리,장군멸치회촌,0517212148,부산광역시 기장군 기장읍 기장해안로 607,20200904,"기장군, 멸치, 회, 유자망, 멸치털이, 멸치축제",20221230
1213,멸치를 회로도 먹나요? 기장 멸치회 무침,"칼슘의 왕이라고 하여 집밥이나 학교 급식 등에서 빠지지 않고 꾸준히 등장하는 반찬인 멸치는 그 크기에 따라 다양한 용도로 사용된다. 작은 멸치는 쪄서 말린 후 주로 멸치볶음으로 먹고, 중간 크기의 멸치는 젓갈로, 크기가 10~15cm에 달하는 큰 멸치는 멸치구이나 멸치회 무침으로 즐겨 먹는다. 멸치는 굉장히 익숙한 생선이지만, 멸치회 무침은 대부분 사람에게 생소한 음식이다. 그 이유는 멸치의 이름과 조업방식에서 연유한다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6033,,부산광역시,기장군,부산 기장군 기장읍 대변리,해동횟집,0517219477,부산광역시 기장군 기장읍 기장해안로 603,20200904,"기장군, 멸치, 회, 유자망, 멸치털이, 멸치축제",20221230
1214,"그동안의 생선조림은 잊어라, 목포 병어조림","회로 먹어도 맛있고, 구워 먹어도 맛있고, 조림으로 먹어도 맛있다. 손바닥만 한 크기의 병어는 작지만, 고급생선이다. 병어는 아주 예민해서 그물에 걸리자마자 죽기에 회로 먹기는 상당히 어렵고, 대체로 냉장 보관을 해서 선어로 유통된다. 어떻게 먹어도 맛이 좋지만, 조림으로 먹으면 맛있다. 갈치조림보다 덜 비리고, 고등어조림보다 부드러워 입에서 살살 녹는다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/85701/92724/c/%EB%B3%91%EC%96%B4_rev-thumb.jpg,https://ncms.nculture.org/food/story/6034,,전라남도,목포시,전남 목포시 항동 6-56,나나네집,0612775308,전라남도 목포시 동부로11번길 17-2,20200904,"병어, 생선조림, 목포",20221230
1215,"그동안의 생선조림은 잊어라, 목포 병어조림","회로 먹어도 맛있고, 구워 먹어도 맛있고, 조림으로 먹어도 맛있다. 손바닥만 한 크기의 병어는 작지만, 고급생선이다. 병어는 아주 예민해서 그물에 걸리자마자 죽기에 회로 먹기는 상당히 어렵고, 대체로 냉장 보관을 해서 선어로 유통된다. 어떻게 먹어도 맛이 좋지만, 조림으로 먹으면 맛있다. 갈치조림보다 덜 비리고, 고등어조림보다 부드러워 입에서 살살 녹는다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/85701/92724/c/%EB%B3%91%EC%96%B4_rev-thumb.jpg,https://ncms.nculture.org/food/story/6034,,전라남도,목포시,전남 목포시 항동 6-56,명인집,0612458808,전라남도 목포시 하당로30번길 14,20200904,"병어, 생선조림, 목포",20221230
1216,"그동안의 생선조림은 잊어라, 목포 병어조림","회로 먹어도 맛있고, 구워 먹어도 맛있고, 조림으로 먹어도 맛있다. 손바닥만 한 크기의 병어는 작지만, 고급생선이다. 병어는 아주 예민해서 그물에 걸리자마자 죽기에 회로 먹기는 상당히 어렵고, 대체로 냉장 보관을 해서 선어로 유통된다. 어떻게 먹어도 맛이 좋지만, 조림으로 먹으면 맛있다. 갈치조림보다 덜 비리고, 고등어조림보다 부드러워 입에서 살살 녹는다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/85701/92724/c/%EB%B3%91%EC%96%B4_rev-thumb.jpg,https://ncms.nculture.org/food/story/6034,,전라남도,목포시,전남 목포시 항동 6-56,명진맛집,0612826288,전라남도 목포시 옥암로54번길 8,20200904,"병어, 생선조림, 목포",20221230
1217,"그동안의 생선조림은 잊어라, 목포 병어조림","회로 먹어도 맛있고, 구워 먹어도 맛있고, 조림으로 먹어도 맛있다. 손바닥만 한 크기의 병어는 작지만, 고급생선이다. 병어는 아주 예민해서 그물에 걸리자마자 죽기에 회로 먹기는 상당히 어렵고, 대체로 냉장 보관을 해서 선어로 유통된다. 어떻게 먹어도 맛이 좋지만, 조림으로 먹으면 맛있다. 갈치조림보다 덜 비리고, 고등어조림보다 부드러워 입에서 살살 녹는다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/85701/92724/c/%EB%B3%91%EC%96%B4_rev-thumb.jpg,https://ncms.nculture.org/food/story/6034,,전라남도,목포시,전남 목포시 항동 6-56,무안먹거리,0612799101,전라남도 목포시 영산로307번길 21,20200904,"병어, 생선조림, 목포",20221230
1218,"그동안의 생선조림은 잊어라, 목포 병어조림","회로 먹어도 맛있고, 구워 먹어도 맛있고, 조림으로 먹어도 맛있다. 손바닥만 한 크기의 병어는 작지만, 고급생선이다. 병어는 아주 예민해서 그물에 걸리자마자 죽기에 회로 먹기는 상당히 어렵고, 대체로 냉장 보관을 해서 선어로 유통된다. 어떻게 먹어도 맛이 좋지만, 조림으로 먹으면 맛있다. 갈치조림보다 덜 비리고, 고등어조림보다 부드러워 입에서 살살 녹는다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/6/85701/92724/c/%EB%B3%91%EC%96%B4_rev-thumb.jpg,https://ncms.nculture.org/food/story/6034,,전라남도,목포시,전남 목포시 항동 6-56,해송,0612877790,전라남도 무안군 삼향읍 남악3로82번가길 34,20200904,"병어, 생선조림, 목포",20221230
1219,여름철 보신에 좋은 연화도 농어 미역국,"남해 연화도는 사시사철 다양한 어종이 잡히는 낚시터로 유명하다. 여름에는 농어가 많이 잡히는데, 낚시한 농어로 회를 뜨고 남은 부위는 미역국을 끓일 때 넣는다. 갯바위에서 손으로 직접 채취한 자연산 돌미역과 회를 뜨고 남은 뼈와 머리를 푹 고아 만든 미역국은 산후조리음식일뿐 아니라 보양식이다. 여름철 농어 회 몇 점과 함께 먹는다면 지상에 이런 보양이 또 있을까 싶을 정도로 맛과 건강이 확실히 보장되는 하나의 세트메뉴다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6035,,경상남도,통영시,경상남도 통영시 욕지면 본촌길 14,,,,20200904,"연화도, 낚시, 농어, 미역국, 산후조리",20221230
1220,당진 장고항에서 맛볼 수 있는 구수한 실치국,"실치는 베도라치의 치어로, 매년 4월과 5월경에만 잡히는 생선이다. 얼핏 보면 뱅어와 무척 닮았으나, 엄연히 다른 생선이다. 실치는 뱅어와 마찬가지로 바짝 말려 포를 만들어 먹기도 하지만, 제철에 찾아가면 주변 항구에서만 먹어볼 수 있다는 실치회와 실치 회무침, 또 된장을 풀어 실치를 시금치와 함께 푹 끓여낸 실치국을 맛볼 수 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6309,,충청남도,당진시,충청남도 당진시 석문면 장고항,고향나루회집,0413532721,충청남도 당진시 석문면 장고항로 328,20200917,"당진, 실치, 뱅어, 줄다리기",20221230
1221,당진 장고항에서 맛볼 수 있는 구수한 실치국,"실치는 베도라치의 치어로, 매년 4월과 5월경에만 잡히는 생선이다. 얼핏 보면 뱅어와 무척 닮았으나, 엄연히 다른 생선이다. 실치는 뱅어와 마찬가지로 바짝 말려 포를 만들어 먹기도 하지만, 제철에 찾아가면 주변 항구에서만 먹어볼 수 있다는 실치회와 실치 회무침, 또 된장을 풀어 실치를 시금치와 함께 푹 끓여낸 실치국을 맛볼 수 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6309,,충청남도,당진시,충청남도 당진시 석문면 장고항,바다횟집,,충청남도 당진시 석문면 장고항로 304,20200917,"당진, 실치, 뱅어, 줄다리기",20221230
1222,당진 장고항에서 맛볼 수 있는 구수한 실치국,"실치는 베도라치의 치어로, 매년 4월과 5월경에만 잡히는 생선이다. 얼핏 보면 뱅어와 무척 닮았으나, 엄연히 다른 생선이다. 실치는 뱅어와 마찬가지로 바짝 말려 포를 만들어 먹기도 하지만, 제철에 찾아가면 주변 항구에서만 먹어볼 수 있다는 실치회와 실치 회무침, 또 된장을 풀어 실치를 시금치와 함께 푹 끓여낸 실치국을 맛볼 수 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6309,,충청남도,당진시,충청남도 당진시 석문면 장고항,용왕횟칩,0413524649,충청남도 당진시 석문면 장고항리 584-1,20200917,"당진, 실치, 뱅어, 줄다리기",20221230
1223,당진 장고항에서 맛볼 수 있는 구수한 실치국,"실치는 베도라치의 치어로, 매년 4월과 5월경에만 잡히는 생선이다. 얼핏 보면 뱅어와 무척 닮았으나, 엄연히 다른 생선이다. 실치는 뱅어와 마찬가지로 바짝 말려 포를 만들어 먹기도 하지만, 제철에 찾아가면 주변 항구에서만 먹어볼 수 있다는 실치회와 실치 회무침, 또 된장을 풀어 실치를 시금치와 함께 푹 끓여낸 실치국을 맛볼 수 있다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6309,,충청남도,당진시,충청남도 당진시 석문면 장고항,은실수산,,충청남도 당진시 석문면 장고항로 334-48,20200917,"당진, 실치, 뱅어, 줄다리기",20221230
1224,보리싹이 팰 즈음 먹는 보리숭어,보리싹이 패일 즘이면 거친 바닷물결을 거슬러 올라온 힘찬 숭어떼의 움직임이 눈에 띈다. 이때 그냥 뜰채를 한번 휘둘러 낚아도 잡힐 정도로 흔한 생선이 되는 보리숭어는 경상남도 진해를 시작으로해서 전국의 해안가와 강 하구지역에서 만날 수 있다. 모난곳 없이 전체적으로 매끈하고 잘 생겨서 수어(秀漁)라는 이름으로 불리었던 숭어는 그 식감이 단단하고 맛이 달아 제철에 맞추어 먹으면 저렴한 가격에도 환상적인 식감을 자아낸다.,지역 향토 음식,,https://ncms.nculture.org/food/story/6310,,경상남도,창원시,경상남도 창원시,153회센타,0556021530,경상남도 창원시 진해구 냉천로 262,20200917,"숭어, 개숭어, 보리숭어, 수어",20221230
1225,보리싹이 팰 즈음 먹는 보리숭어,보리싹이 패일 즘이면 거친 바닷물결을 거슬러 올라온 힘찬 숭어떼의 움직임이 눈에 띈다. 이때 그냥 뜰채를 한번 휘둘러 낚아도 잡힐 정도로 흔한 생선이 되는 보리숭어는 경상남도 진해를 시작으로해서 전국의 해안가와 강 하구지역에서 만날 수 있다. 모난곳 없이 전체적으로 매끈하고 잘 생겨서 수어(秀漁)라는 이름으로 불리었던 숭어는 그 식감이 단단하고 맛이 달아 제철에 맞추어 먹으면 저렴한 가격에도 환상적인 식감을 자아낸다.,지역 향토 음식,,https://ncms.nculture.org/food/story/6310,,경상남도,창원시,경상남도 창원시,동부회센타,0555410932,경상남도 창원시 진해구 천자로 5,20200917,"숭어, 개숭어, 보리숭어, 수어",20221230
1226,보리싹이 팰 즈음 먹는 보리숭어,보리싹이 패일 즘이면 거친 바닷물결을 거슬러 올라온 힘찬 숭어떼의 움직임이 눈에 띈다. 이때 그냥 뜰채를 한번 휘둘러 낚아도 잡힐 정도로 흔한 생선이 되는 보리숭어는 경상남도 진해를 시작으로해서 전국의 해안가와 강 하구지역에서 만날 수 있다. 모난곳 없이 전체적으로 매끈하고 잘 생겨서 수어(秀漁)라는 이름으로 불리었던 숭어는 그 식감이 단단하고 맛이 달아 제철에 맞추어 먹으면 저렴한 가격에도 환상적인 식감을 자아낸다.,지역 향토 음식,,https://ncms.nculture.org/food/story/6310,,경상남도,창원시,경상남도 창원시,오성횟집,0555458953,경상남도 창원시 진해구 행암로362번나길 7-1,20200917,"숭어, 개숭어, 보리숭어, 수어",20221230
1227,보리싹이 팰 즈음 먹는 보리숭어,보리싹이 패일 즘이면 거친 바닷물결을 거슬러 올라온 힘찬 숭어떼의 움직임이 눈에 띈다. 이때 그냥 뜰채를 한번 휘둘러 낚아도 잡힐 정도로 흔한 생선이 되는 보리숭어는 경상남도 진해를 시작으로해서 전국의 해안가와 강 하구지역에서 만날 수 있다. 모난곳 없이 전체적으로 매끈하고 잘 생겨서 수어(秀漁)라는 이름으로 불리었던 숭어는 그 식감이 단단하고 맛이 달아 제철에 맞추어 먹으면 저렴한 가격에도 환상적인 식감을 자아낸다.,지역 향토 음식,,https://ncms.nculture.org/food/story/6310,,경상남도,창원시,경상남도 창원시,회회낙락 회센터,0555474191,경상남도 창원시 진해구 풍호로49번길 7 103호,20200917,"숭어, 개숭어, 보리숭어, 수어",20221230
1228,"상추를 튀기는 게 아니에요, 광주 상추튀김","호남의 넓은 평야와 서해와 남해의 물자가 모이는 광주에는 우리가 흔히 먹는 고기 상추쌈과 조금 다른 모습의 별미가 있다. 그 이름은 상추튀김, 처음 듣는 사람들은 상추를 튀긴 모습을 연상하며 깻잎튀김과 같은 야채튀김이겠거니 짐작을 한다. 하지만 막상 광주에서 상추튀김을 접하면 전혀 의외의 모습에 깜짝 놀라기 마련이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/247/85692/92668/c/%EA%B4%91%EC%A3%BC-%EC%83%81%EC%B6%94%ED%8A%80%EA%B9%80-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6311,,광주광역시,북구,광주 동구 산수동 562-3,쌍둥이네 튀김집,0623745201,광주광역시 서구 월드컵4강로181번길 2-1,20200917,"상추, 튀김, 분식, 오징어, 무등산",20221230
1229,"상추를 튀기는 게 아니에요, 광주 상추튀김","호남의 넓은 평야와 서해와 남해의 물자가 모이는 광주에는 우리가 흔히 먹는 고기 상추쌈과 조금 다른 모습의 별미가 있다. 그 이름은 상추튀김, 처음 듣는 사람들은 상추를 튀긴 모습을 연상하며 깻잎튀김과 같은 야채튀김이겠거니 짐작을 한다. 하지만 막상 광주에서 상추튀김을 접하면 전혀 의외의 모습에 깜짝 놀라기 마련이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/247/85692/92668/c/%EA%B4%91%EC%A3%BC-%EC%83%81%EC%B6%94%ED%8A%80%EA%B9%80-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6311,,광주광역시,북구,광주 동구 산수동 562-3,일미분식,0623665523,광주광역시 서구 상무대로1081번길 1,20200917,"상추, 튀김, 분식, 오징어, 무등산",20221230
1230,"상추를 튀기는 게 아니에요, 광주 상추튀김","호남의 넓은 평야와 서해와 남해의 물자가 모이는 광주에는 우리가 흔히 먹는 고기 상추쌈과 조금 다른 모습의 별미가 있다. 그 이름은 상추튀김, 처음 듣는 사람들은 상추를 튀긴 모습을 연상하며 깻잎튀김과 같은 야채튀김이겠거니 짐작을 한다. 하지만 막상 광주에서 상추튀김을 접하면 전혀 의외의 모습에 깜짝 놀라기 마련이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/247/85692/92668/c/%EA%B4%91%EC%A3%BC-%EC%83%81%EC%B6%94%ED%8A%80%EA%B9%80-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6311,,광주광역시,북구,광주 동구 산수동 562-3,진스통,0622333788,광주광역시 동구 충장로안길 26,20200917,"상추, 튀김, 분식, 오징어, 무등산",20221230
1231,"상추를 튀기는 게 아니에요, 광주 상추튀김","호남의 넓은 평야와 서해와 남해의 물자가 모이는 광주에는 우리가 흔히 먹는 고기 상추쌈과 조금 다른 모습의 별미가 있다. 그 이름은 상추튀김, 처음 듣는 사람들은 상추를 튀긴 모습을 연상하며 깻잎튀김과 같은 야채튀김이겠거니 짐작을 한다. 하지만 막상 광주에서 상추튀김을 접하면 전혀 의외의 모습에 깜짝 놀라기 마련이다.",지역 향토 음식,https://minio.nculture.org/amsweb-opt/multimedia_assets/247/85692/92668/c/%EA%B4%91%EC%A3%BC-%EC%83%81%EC%B6%94%ED%8A%80%EA%B9%80-%281%29_rev-thumb.jpg,https://ncms.nculture.org/food/story/6311,,광주광역시,북구,광주 동구 산수동 562-3,현완단겸상추튀김,0623753721,광주광역시 서구 치평로 18,20200917,"상추, 튀김, 분식, 오징어, 무등산",20221230
1232,"방아잎 냄새 향기로운 보양식, 논고동찜","논고동찜은 우렁이찜, 우렁이찜국 등으로도 불리는 경상남도의 향토 음식이다. 농약을 치지 않고 농사를 지었던 옛날에는 논두렁에 붙어있는 우렁이를 쉽게 볼 수 있었는데, 특히 모내기가 끝난 직후인 7월경에 많아져 농부들의 건강과 입맛을 책임지는 새참 거리였다. 시원한 콩나물 육수에 우렁이와 들깻가루, 찹쌀가루, 고춧가루 등을 넣고 마지막에 방아잎을 넣으면 경상도식 논고동찜이 완성된다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6312,,경상남도,,,해반정논고동찜,0553335035,경상남도 김해시 우암로 131-6,20200917,"우렁이, 우렁, 우렁이찜국, 논고동, 방아잎",20221230
1233,'의리의리'한 맛의 위어회(의어회),"바닷물과 금강의 민물이 만나는 기수역이 있는 충남 서천은 4월이 되면 새빨간 동백꽃이 만개한다. 천연기념물 제169호로 지정된 ‘마량리 동백나무 숲’을 찾아서 봄을 만끽했다면 이제 금강에서만 찾아볼 수 있는 위어회를 먹어볼 차례다. 일반인들에게는 생소한 이름이지만, ‘봄 위어회, 가을 전어회’라는 말이 있을 정도로 생선회 마니아들에게는 이미 널리 알려진 금강의 향토음식이다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6313,,충청남도,서천군,충청남도 서천군,,,,20200917,"의어, 위어, 우어, 웅어, 봄철 회, 뼈째회, 세꼬시",20221230
1234,겨울 얼음낚시와 기름진 맛을 즐기는 강원도 송어,"송어와 숭어는 이름이 비슷해 많은 사람이 헷갈려한다. 송어는 연어과의 물고기라서 살이 붉고 기름지지만, 숭어는 숭엇과에 속하며 살이 희다. 겨울철 강원도에서 열리는 여러 축제의 주인공은 송어다. 겨울에 살과 지방이 듬뿍 올라 연어와 같이 기름진 맛을 자랑하는 송어는 강원도의 민물에서 잘 찾아볼 수 있다. 송어 중 민물에 남은 송어를 산천어라 부르기도 한다.  산천어 축제는 얼음낚시의 즐거움과 함께 입안에서 살살 녹는 겨울 송어의 맛도 즐길 기회다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6314,,강원도,평창군,강원도 평창군 진부면 경강로 3554,산천수산송어회,0332433080,강원도 춘천시 신북읍 샘뜨락1길 46,20200917,"송어, 산천어, 바다송어, 무지개송어, 송어회",20221230
1235,겨울 얼음낚시와 기름진 맛을 즐기는 강원도 송어,"송어와 숭어는 이름이 비슷해 많은 사람이 헷갈려한다. 송어는 연어과의 물고기라서 살이 붉고 기름지지만, 숭어는 숭엇과에 속하며 살이 희다. 겨울철 강원도에서 열리는 여러 축제의 주인공은 송어다. 겨울에 살과 지방이 듬뿍 올라 연어와 같이 기름진 맛을 자랑하는 송어는 강원도의 민물에서 잘 찾아볼 수 있다. 송어 중 민물에 남은 송어를 산천어라 부르기도 한다.  산천어 축제는 얼음낚시의 즐거움과 함께 입안에서 살살 녹는 겨울 송어의 맛도 즐길 기회다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6314,,강원도,평창군,강원도 평창군 진부면 경강로 3554,송암골 평창송어,0332610407,강원도 춘천시 공지로 345 수협마트 2층,20200917,"송어, 산천어, 바다송어, 무지개송어, 송어회",20221230
1236,겨울 얼음낚시와 기름진 맛을 즐기는 강원도 송어,"송어와 숭어는 이름이 비슷해 많은 사람이 헷갈려한다. 송어는 연어과의 물고기라서 살이 붉고 기름지지만, 숭어는 숭엇과에 속하며 살이 희다. 겨울철 강원도에서 열리는 여러 축제의 주인공은 송어다. 겨울에 살과 지방이 듬뿍 올라 연어와 같이 기름진 맛을 자랑하는 송어는 강원도의 민물에서 잘 찾아볼 수 있다. 송어 중 민물에 남은 송어를 산천어라 부르기도 한다.  산천어 축제는 얼음낚시의 즐거움과 함께 입안에서 살살 녹는 겨울 송어의 맛도 즐길 기회다.",지역 향토 음식,,https://ncms.nculture.org/food/story/6314,,강원도,평창군,강원도 평창군 진부면 경강로 3554,순금송어,0332579999,강원도 춘천시 후석로462번길 96,20200917,"송어, 산천어, 바다송어, 무지개송어, 송어회",20221230
