DATA_MANAGE_NO,DATA_TITLE_NM,SUMRY_CN,SBJT_NM,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,FSTVL_PROGRM_NM,FSTVL_PROGRM_DC,REGIST_DE,CORE_KWRD_CN,OPN_DE
342,국내 최초의 와인 생산지에서 열리는 '대전국제와인페어',"대전광역시는 한국 최초로 와인을 생산한 지역이다. 1969년 7월에 국내에서 처음으로 “산내포도를 대전의 물로 빚어 숙성시킨 선리포트와인을 생산”했다. 이러한 역사적 배경을 근간으로 개최된 것이 대전국제와인페어이다. 2012년 이래 매년 8월에 대전마케팅공사가 주최하는 대전국제와인페어의 주요 행사는 ‘아시아와인트로피, 아시아와인컨퍼런스, 한국국가대표 소믈리에 경기대회’이다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/197/30251/17166/c/146_-2019-대전국제와인페스티벌-thumb.jpg,https://ncms.nculture.org/local-festival/story/195,대전광역시,유성구,대전광역시 유성구 도룡동 4-19,아이사와인트로피,"국제와인기구의 승인 하에 대전관광공사와 독일와인마케팅사가 공동으로 주최하는 아시아 최대 규모 와인 품평회이고, 세계 각국 와인전문가들이 심사위원으로 참가한다. 약 4000종의 와인이 출품된다.",20191018,"대전, 와인, 축제, 포도, 선리포트와인, 아시아와인트로피, 아시아와인 컨퍼런스, 소몰리에",20220930
343,"열대야를 피하는 밤샘축제, 서울 문화로 바캉스","서울 문화로 바캉스는 2008년부터 개최된 ‘서울 문화의 밤’이 2018년에 바뀐 이름이다. 휴가 시즌에 피서를 가지 못한 시민들을 대상으로 평소에는 닫혀있던 서울시립미술관, 서울역사박물관, 시민청, 서울도서관 등을 야간 개방하고 체험할 수 있는 프로그램을 진행한다. 열대야에 시달리는 시민들을 8월의 무더위로부터 잠시 피할 수 있도록 해주는 축제이다. 이 축제의 자원활동가를 뜬눈이라 부른다. 국내 최초의 밤샘축제이다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/228/30282/18376/c/180_-서울문화의밤-thumb.jpg,https://ncms.nculture.org/local-festival/story/543,서울특별시,중구,서울 중구 태평로2가 17-3,아트 바캉스 (실내 프로그램),"서울을 대표하는 6개의 문화시설 - 서울시립미술관, 서울역사박물관, 시민청, 서울도서관, 대한민국역사박물관, 세종문화회관 - 에서 각각 펼쳐지는 다양한 문화 예술 기획들을 만나볼 수 있다.",20191030,"문화바캉스, 피서, 열대야, 밤샘",20220930
344,앞산으로 빨래하러 가세“대덕제 대구앞산빨래터 축제”,대구광역시 남구에서 1987년에 전국에서 구 단위로 개최한 최초의 축제이다. 초기에는 구민체육대회로 개최했으나 2007년부터 여러 문화행사를 추가해 대덕제라 명칭을 바꾸어 진행 중이다. 남구의 앞산(600m) 골안동에서 지하수가 흘러 공동 빨래터가 조성되었다. 1970년도에 도시자연공원으로 개발되면서 빨래터는 사라졌지만 어머니들이 빨래하던 모습을 재현해 앞산 이팝나무 개화시기인 4월에 축제로 열고 있다.,지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/246/30301/18538/c/140_-2019-대덕제-대구앞산빨래터-축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/1187,대구광역시,남구,대구 남구 대명동 1501-2,樂퍼커션,타악 경연대회로 주방 생활 용품은 물론 창작악기 그리고 신체까지 두드려서 소리가 나는 것이라면 무엇이든 사용 가능하며 전국 누구나 참여 가능하다.,20200205,"앞산, 공동빨래터, 체육대회, 체험부스",20220930
345,무형문화재 3호 남사당놀이를 만난다 '안성맞춤 남사당 바우덕이축제',"안성맞춤 남사당 바우덕이 축제는 남사당의 전통문화와 19세기 말 남사당패의 여자 꼭두쇠인 바우덕이의 예술정신을 계승하고 발전시키고자 2001년부터 시작되었다. 안성은 남사당의 발상지이자 총본산이다. 남사당패의 여섯가지 놀이는 중요무형문화재 3호로 지정되어 있다. 축제에서는 남사당공연을 비롯한 창작극, 인형극, 관현악단, 해외 민속극까지 다양한 공연을 만날 수 있다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/63/30117/16044/c/017_2019-안성맞춤-남사당-바우덕이축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/234,경기도,안성시,경기도 안성시 보개면 복평리 303-3,안성남사당바우덕이축제대회,전국풍물경연대회와 풍물그리기대회가 축제기간동안 열리며 수상자는 소정의 상품이 주어진다.,20191018,"안성, 남사당, 바우덕이, 축제, 꼭두쇠, 추모제, 전통연희",20220930
346,"어린이날, 나루몽과 함께 해요! 서울동화축제","서울동화축제는 어린이날 어린이대공원을 중심으로 광진구에서 펼쳐지는 어린이 축제다. 2012년 처음 개최되었는데, 서울어린이대공원 등 광진구의 지역 인프라를 ‘동화’라는 주제와 결합하여 광진구를 브랜드화하기 위해서 시작했지만, 지금은 가족과 어린이를 위한 참여형 프로그램, 동화에 관한 학술대회와 포럼 등 다양하고 전방위적인 프로그램을 운영하며 성공적인 어린이 축제로 자리매김하고 있다. 나루몽이라는 캐릭터가 서울동화축제의 마스코트이다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/168/30222/17135/c/113_-2019-서울동화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/484,서울특별시,광진구,서울 광진구 능동 18,알록달록 바닥 드로잉,교통 통제된 도로 바닥을 도화지 삼아 그림을 그리는 드로잉존 행사이다.,20191021,"동화, 동심, 꿈, 소망, 나루몽",20220930
347,알콩 볼콩 달콩 놀콩 '파주장단콩축제',"파주장단콩축제는 지역특산물인 파주장단콩을 홍보하고 소비를 촉진하기 위한 특산물축제이다. 장단콩은 임금님 수라상에 올랐던 명품 웰빙 식품이다. 파주장단콩 축제 프로그램은 ‘알콩?볼콩?달콩?놀콩’으로 구성된다. 알콩은 알리는 공간, 볼콩은 관람행사, 달콩은 음식을 맛볼 수 있는 공간, 놀콩은 다양한 체험 프로그램이다. 파주 장단콩과 파주농특산물을 저렴하게 구입할 수 있고, 놀거리와 먹을거리가 가득한 축제이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/95/29776/14458/c/파주장단콩축제_20191123_114506-thumb.jpg,https://ncms.nculture.org/local-festival/story/241,경기도,파주시,경기도 파주시 문산읍 사목리 494-1,알콩,"농특산물전시관, 파주장단콩전시관, 콩 개발요리전시관, 장단콩 요리경연대회 입선작 전시관, 도시농업전시관 등 장단콩의 우수성을 '알'리고 있다.",20191018,"파주, 장단콩, 추제, 특산물, 웰빙, 비무장지대",20220930
348,보령시민의 문화적 욕구에 부흥한 ‘만세보령문화제’,"충청남도 보령시에서는 1988년부터 보령시민이 참여하여 만들고, 공감하고, 즐기는 행사가 열리고 있다. 1586년 호국공신 안대진에게 내린 교지에 만세보령이라는 기록을 바탕으로 만들어진 만세보령문화제는 보령시민의 축제로, 문화와 예술을 향유하는 문화축제, 보령의 문화와 역사를 알리는 애향축제, 글로벌 시대에 관광도시로서의 보령을 알리는 명품축제를 목표로 매년 10월에 개최된다.",지역음식축제,,https://ncms.nculture.org/local-festival/story/117,충청남도,보령시,충남 보령시 남포면 보령남로 343,애향축제,"충청수영성 수문장 교대식, 도미부인 경모제, 한내돌다리 밟기 등과 같은 전통문화 재현행사를 통해서 보령의 문화와 역사를 알리고 전통을 계승하는 프로그램이 있다.",20191017,"보령군, 만세보령",20220930
349,조선시대 읍성문화를 체험해보는 '서산해미읍성축제',"해미읍성은 조선 태종부터 세종까지 해안 방어를 위해 쌓은 성으로, 충무공 이순신 장군이 근무한 적도 있고, 동학혁명이 일어났으며 천주교 박해성지로도 유명한 곳이다. 지금까지 원형이 잘 보존된 해미읍성에서 조선시대를 주제로 한 역사테마축제가 열린다. 서산해미읍성축제는 태종대왕 행렬 및 강무 재현, 성벽 순라행렬을 하며, 서산 박첨지 놀이, 심화영 승무 등도 공연된다. 조선시대 병영 체험을 분야별로 할 수 있어서 교육과 재미를 동시에 잡았다. 조선시대 읍성의 분위기를 느끼고 싶다면 추천한다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/79/30133/16070/c/030_2019-서산해미읍성축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/305,충청남도,서산시,충청남도 서산시 해미면 남문2로 143,야간숙영체험,신청자에 한해 참가할 수 있으며 참여자들 간에 게임을 통해서 순번을 정하고 불침번을 실시한다. 병졸 복장을 착용하며 야간시간대 횃불을 들고 있는다. 가족 신청을 주로 한다.,20191021,"서산, 해미, 읍성, 축제, 지역명소, 해미읍성, 역사문화체험",20220930
350,"한국에서 가장 큰 소싸움축제, 청도소싸움축제","청도소싸움축제는 경상북도 청도군에서 개최되는 소싸움축제이다. 1990년 민속투우대회로 시작했다가, 1999년부터 명칭을 청도소싸움축제로 바꾸어 매년 4월 개최하고 있다. 전국 싸움소의 절반이 청도에 있다고 할만큼 규모가 크고, 청도소싸움 테마파크도 있다. 소싸움은 농사를 짓기 시작하면서부터 내려온 우리 고유의 민속놀이인데, 일제강점기 때 우리 민족의 단합을 저지하기 위해 강제로 명맥이 끊겼다가 광복 후 부활하였다. 우리나라 소싸움은 스페인의 투우와 달리 소를 죽이지 않는다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/76/30130/16065/c/청도-소싸움(1)_e영상역사관_제4유형-thumb.jpg,https://ncms.nculture.org/local-festival/story/495,경상북도,청도군,경북 청도군 화양읍 남성현로 348,야외무대 공연,"경기장 야외 무대에서는 바우를 이겨라, OX퀴즈 등의 관객 참여 이벤트와 여러 합창단 및 국악 협회, 댄스, 마술 등의 다양한 공연이 축제 기간 내내 펼쳐진다.",20191021,"소, 투우, 싸움소",20220930
351,전통어촌민속을 주제로 열리는 '광안리어방축제',"광안리어방축제는 전국에서 유일하게 전통어촌민속을 주제로 하는 축제이다. 어방은 수영지방의 어업협동체를 일컫는 말로, 군이 조선, 항해술, 노동력을 제공하면 어민이 어획물을 부식으로 제공하는데서 시작되었다. 광안리어방축제는 기존의 남천.민락 활어축제, 남천동 벚꽃축제, 광안리 해변축제를 통합하여 수영 지방의 전통을 계승한다는 의미에서 ‘어방(漁坊)축제’로 명명한 뒤 성어기인 4월말에 축제를 개최하고 있다. 광안리어방축제의 대표적인 행사는 창작 뮤지컬 ‘어방’과 경상좌수사행렬이다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/53/30107/16034/c/007_2019년-광안리어방축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/186,부산광역시,수영구,부산광역시 수영구 광안동 192-20,어방 마당극 '그때 그 보리전에 무슨 일이 있었나',"옛 수영의 보리전에 경상좌수사, 수군, 기생들이 출연하며 관객들과 함께 펼치는 마당득이다.",20191018,"광안리, 어방, 축제, 광안리해수욕장, 광안대교",20220930
352,마실가듯 놀러가는 거리형 축제 '부안마실축제',"2019년부터 기존의 부안오복마실축제에서 부안마실축제로 축제명이 변경되었다. 부안마실축제는 가정의 달 5월을 맞아 가족들과 함께 부안을 방문하여 휴식을 취하고 희망을 찾고 행복을 얻어가는 축제이다. 부안의 역사와 자원을 읍면별로 소개하는 마실부안마당, 일부 마을을 축제장으로 축소하여 농어촌체험마을을 직접 체험하는 체험프로그램 등 다채로운 행사가 펼쳐진다.",이색축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/91/30145/16086/c/039_2019부안마실축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/301,전라북도,부안군,전라북도 부안군 부안읍 선은리 654-4,어슬렁 투어,"다양한 체험형 부스들이 개설되어 있고, 관광형 부스들도 개설되어 있어 어슬렁 어슬렁 걸으며 하나씩 체험해보는 시간을 가질 수 있다.",20191021,"부안, 마실, 축제, 힐링, 부안군, 이색체험, 위도띠뱃놀이",20220930
353,갯골에서 다양한 생태체험을! '시흥갯골축제',"시흥갯골축제는 국내 유일의 내륙에 위치한 갯벌에서 방문객들이 갯골을 온몸으로 만끽하고 예술 공연을 관람할 수 있는 힐링 축제이다. 시흥갯골축제는 신나고 유익한 생태예술 놀이터를 콘셉트로 한다. 대표 프로그램으로 ‘갯골드레스룸, 갯골패밀리런, 갯골퍼레이드’가 있는데 갯벌에 사는 동물 모양으로 분장하고 퍼레이드를 하는 프로그램이다. 갯벌 외에 염전, 갈대밭이 있어 풀피리도 만들고 족욕도 하고 음악공연을 보는 등 다양한 체험을 할 수 있다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/66/30120/16050/c/019_2019시흥갯골축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/233,경기도,시흥시,경기도 시흥시 장곡동 724-32,어쿠스틱 음악제,어쿠스틱 기타와 목소리만으로 사람들을 사로잡은 아티스트들을 초대해 자연 속에서 감상하며 힐링하는 시간이 된다.,20191018,"시흥, 갯골, 축제, 갯벌, 생태공원, 소금, 체험",20220930
354,6만평 하늘공원에서 펼쳐지는 서울억새축제,"서울억새축제는2002년 쓰레기 매립장 난지도에서 월드컵 공원 환경생태공원으로 변화한 하늘공원에서 억새꽃이 피는10월에 개최되는 축제이다.난지도는 서울의 쓰레기 매립장이었으나 생태공원으로 조성되었고, 하늘공원을 만들 당시 전국 23개 도시의 억새를 가져다 심었다. 6만평 억새밭 사이로 난 23개의 길을 걸어보는 것도 좋은 경험이고, 밤에 억새밭에서 서울의 야경을 감상하는 것도 좋은 추억이 될 것이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/87/29766/14271/c/서울억새축제2019-10-18-20.03.57-thumb.jpg,https://ncms.nculture.org/local-festival/story/488,서울특별시,마포구,서울 마포구 상암동 481-72,억새 라이팅쇼,야간 개장을 하는 축제 기간 동안만 진행되는 오색빛깔의 억새 라이팅쇼.,20191021,"억새, 난지도, 하늘공원, 월드컵 공원, 가을바람따라",20220930
355,얼음판에 구멍 내어 빙어를 잡아요! 인제빙어축제,인제빙어축제는 매년1월~2월에 강원도 인제군 남면 빙어호 일대에서 개최되는 겨울축제이다.강원도의 겨울은 매우 춥다. 추운 겨울 꽁꽁언 빙판위에서 빙어낚시를 하는 것이다. 얼음이 녹으면 빙판위에서 활동을 할수 없어 날이 추워야만 가능한 겨울축제이다. 최근 지구온난화로 빙판이 쉽게 형성되지 않아 축제 운영에 어려움을 겪고 있다고 한다.,지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/140/30194/17090/c/086_2019-인제빙어축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/404,강원도,인제군,강원 인제군 남면 부평리 555-2,얼음 놀이터,"얼음 놀이터에서는 다양한 연령대가 즐길 수 있는 놀이거리가 준비되어 있다. 얼음 위 펼쳐지는 축구는 물론, 얼음 미끄럼틀 및 썰매 등이 준비되어 있다.",20191021,"빙어, 빙어낚시, 겨울축제",20220930
356,꽁꽁 언 오대천에서 낚시와 송어회를 즐겨봐요 '평창송어축제',"평창송어축제는 눈과 얼음의 고장인 평창 오대천 일원의 야외에서 즐기는 송어축제이다. 싱싱한 송어도 잡고 얼음 위에서 다양한 놀이를 즐기며 추위를 이길 수 있다. 평창군은 국내 최대의 송어 양식지로, 이곳에서 자란 송어는 식감이 일품이라고 한다. 평창송어축제의 프로그램으로 ‘텐트낚시, 얼음낚시, 놀이시설, 맨손잡기, 먹거리촌, 어린이낚시’ 등이 있는데, 맨손잡기가 평창송어축제의 하이라이트이다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/202/30256/17171/c/152_제12회-평창송어축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/327,강원도,평창군,강원도 평창군 진부면 하진부리 325,얼음낚시,현장에서 접수하는 얼음을 깨고 낚시하는 얼음송어낚시는 낚시와 더불어 재밌는 게임도 준비되어있다. 잡은 송어는 축제 먹거리촌에서 회와 구이 요리로 쉽게 먹을 수 있다.,20191021,"평창, 송어, 축제, 평창군, 텐트낚시, 얼음낚시",20220930
357,1990년부터 열린 여주도자기 축제,"여주는 고려시대부터 백자 가마터가 있던 곳이다. 양질의 고령토와 가마불을 땔 소나무, 깨끗한 물이 있기에 도자기 생산에 적합한 조건을 갖추고 있다. 전국에 유통되는 생활도자기의 60%가 여주에서 생산되고 있다. 여주도자기 축제는 1990년 시작된 도자기를 주제로 한 축제이다. 매년 4~5월에 개최되는 여주도자기 축제에서는 흙을 만지며 직접 도자기를 빚을 수도 있고, 도자접시 깨기 대회도 개최된다. 여주도자기 축제를 통해 도자기 문화의 대중화와 세계화를 꾀하고 있다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/157/30211/17124/c/099_2019-여주도자기축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/595,경기도,여주시,경기 여주시 천송동 294-3,여주도자 접시깨기대회,"스트레스 해소와 액운 퇴치를 위한 접시깨기대회가 축제 기간동안 펼쳐지며 남성부, 여성부로 나뉘어 진행된다. 깨진 접시의 제일 큰 파편의 길이를 재며 길이가 짧을수록 좋다.",20191112,"도자기, 여주, 소나무, 고려백자",20220930
358,진상품 바치던 나루터에서 열리는 '여주오곡나루축제',여주오곡나루축제는 조선시대 임금님께 진상품을 바치던 조포나루터에서 즐기는 추억여행이다. ‘여주쌀·고구마축제’를 2013년에 여주오곡나루축제로 개칭하였다. 여주오곡나루축제에서는 대형 가마솥 12개에서 지은 햅쌀밥으로 만든 비빔밥을 다함께 나눠 먹고 소금과 숯가루를 한지에 싸서 불을 붙이는 은하수 낙화놀이가 유명하다. 이 모두를 주민들이 기획하고 진행하는 여주오곡나루축제는 농업관광형 축제일 뿐만 아니라 실질적으로 농업인들의 소득증대에 기여하고 있다.,지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/68/30122/16056/c/021_2019-여주오곡나루축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/235,경기도,여주시,경기도 여주시 천송동 296-1,여주오곡나루축제 공연,"한국판소리보존회, 한국국악협회, 밴드, 국악밴드, 무용단 등 다양한 공연들이 융복합되어 다채로운 무대를 만든다.",20191018,"여주, 오곡, 나루, 축제, 특산물, 진상품, 고구마",20220930
359,1957년부터 시작된 '밀양아리랑대축제',"경상남도 밀양 영남루의 중수를 기념하여 1957년 제1회 밀양종합문화제가 열린다. 1963년에 아랑제와 밀양문화제로 이원화되었던 행사는 1968년 밀양아랑제로 통합되었다가 2004년 밀양아리랑대축제로 명칭이 바뀌었다. 밀양 출신인 사명대사의 ‘충의’와 김종직의 ‘지덕’, 아랑낭자의 ‘정순’ 등 밀양의 3대 인물의 고귀한 정신을 기리는 종합문화제이다.",춤·음악 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/107/30161/17028/c/054_2019밀양아리랑대축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/335,경상남도,밀양시,경상남도 밀양시 내일동 40,역사맞이 거리 퍼레이드,"3.13 밀양 만세운동, 의열단 창단 100주년 기념 행렬 등과 더불어 밀양아리랑 3대 인물테마까지 더한 거대한 역사맞이 거리 퍼레이드다.",20191021,"밀양, 아랑, 아리랑, 점필재, 김종직, 사명대사, 충의, 지덕, 정순",20220930
360,만해 한용운을 비롯한 6인을 기리는 '홍성역사인물축제',"충청남도 홍성군은 고려의 명장이자 충신인 최영 장군, 조선시대 대표적인 절신인 성삼문, 일제에 항거한 민족지사 만해 한용운, 청산리 전투에 승리한 김좌진 장군, 조선 춤의 대가인 한성준, 오히려 외국에서 더 유명한 현대미술가 이응노 등의 역사인물을 배출하였다. 홍성역사인물축제는 홍성이 배출한 6인의 역사인물을 축제현장에서 즐기면서 배우는 에듀테인먼트 축제이다.",지역인물축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/119/30173/17040/c/066_2019-홍성역사인물축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/385,충청남도,홍성군,충청남도 홍성군 홍성읍 오관리 98,역사인물 퍼레이드 경연대회,"홍성군에 있는 모든 읍, 면에서 준비한 퍼레이드로 주민들이 직접 퍼포먼스를 기획하고 가장 우수한 성적을 거둔 팀은 수상을 받는다.",20191021,"홍성, 최영, 성삼문, 한용운, 김좌진, 한성준, 이응노, 인물축제",20220930
361,동양최대 연꽃방죽에서 열리는 무안연꽃축제,"무안연꽃축제는 전라남도 무안군 일로읍 백련지 일대에서 열리는 연꽃축제이다. 무안연꽃축제는 전라남도에서 개최되는 여름축제의 대표격이며, 전국 최대의 단일 연꽃축제이다. 백련지는 원래 농업용 저수지였고, 2개의 저수지를 합쳐 복룡지라고 불렀는데, 1981년 영산강 하구둑의 완공으로 농업용 저수지의 기능을 상실하였다. 이후 연꽃이 무성하게 피어나 1997년 처음으로 연꽃축제를 개최하게 되었다. 백련지는 둘레 3Km가 넘는 크기로 동양최대의 백련 자생지이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/153/30207/17118/c/096_2019-무안연꽃축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/432,전라남도,무안군,전남 무안군 일로읍 복룡리 173,연기능성 체험관,"연을 활용한 다양한 만들기 체험을 만나볼 수 있는 행사로 연꽃 팥빙수, 음료, 디퓨저, 방향제, 비누 만들기 등의 체험으로 구성되어 있다.",20191021,"백련, 연근, 연잎",20220930
362,동양최대 연꽃방죽에서 열리는 무안연꽃축제,"무안연꽃축제는 전라남도 무안군 일로읍 백련지 일대에서 열리는 연꽃축제이다. 무안연꽃축제는 전라남도에서 개최되는 여름축제의 대표격이며, 전국 최대의 단일 연꽃축제이다. 백련지는 원래 농업용 저수지였고, 2개의 저수지를 합쳐 복룡지라고 불렀는데, 1981년 영산강 하구둑의 완공으로 농업용 저수지의 기능을 상실하였다. 이후 연꽃이 무성하게 피어나 1997년 처음으로 연꽃축제를 개최하게 되었다. 백련지는 둘레 3Km가 넘는 크기로 동양최대의 백련 자생지이다.",자연축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/153/30207/17118/c/096_2019-무안연꽃축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/432,전라남도,무안군,전남 무안군 일로읍 복룡리 173,연꽃달빛야행,문화해설사의 안내를 통해 행사장을 찾은 관광객들이 한지등을 들고 회산백련지를 투어하는 야행 프로그램이다.,20191021,"백련, 연근, 연잎",20220930
363,인천에서 열리는 백제문화축제 '연수 능허대문화축제',"능허대는 백제사신이 중국을 오가던 포구에 있던 언덕 이름이다. 능허대는 1990년 11월에 인천광역시기념물 제8호로 지정되었다. 연수 능허대문화축제는 2004년 10월에 시작된 백제문화 기반의 역사문화축제이다. 연수 능허대문화축제는 ‘백제사신퍼레이드, 연수구민의 날 기념식, 능허대 빅콘서트’ 등 다양한 기획전과 공연?전시 및 체험행사로 진행된다.",지역명소축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/196/30250/17165/c/145_-2019-연수-능허대문화축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/204,인천광역시,연수구,인천광역시 연수구 연수동 578,연수구민의 날 기념식,각 분야에서 헌신·봉사해 온 연수구민들에게 각각 연수구민상 상패가 수여된다.,20191018,"인천, 연수구, 능허대, 축제, 백제사신, 한나루",20220930
364,우리밀의 우수성을 널리 알리는 '광산우리밀축제',"광주광역시 광산구는 전국 최대의 우리밀 생산지이다. 광산우리밀축제를 통해 우리밀(국산밀)의 종가였던 광산구를 널리 알리고, 도농 교류의 장으로 발전시키고자 광산우리밀축제를 개최한다. 광산우리밀축제는 매년 10월 어등산, 황룡강 주변의 밀밭에서 열린다. 우리밀 요리 경연대회, 가족야외 피크닉, 밀탈곡과 타작 등 밀체험, 밀짚공예 등의 체험 행사들이 열린다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/120/30174/17041/c/067_제-12회-광산우리밀축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/167,광주광역시,광산구,광주광역시 광산구 송산동 195,열린마당,"우리밀사랑사생대회, 삼각김밥만들기, 전국우리밀요리경연대회, 우리밀 판매?먹거리 등 다채로운 대회들이 있고 참여한 수상자에게는 소정의 상품이 주어진다.",20191018,"광주, 광산구, 우리밀, 광산군, 지역축제, 우리밀살리기 운동, 송산유원지",20220930
365,4천명이 함께 줄다리기 '울산마두희축제',"울산마두희축제는 울산의 큰줄당기기인 마두희를 중심으로 행해지는 울산의 전통 축제이다. 마두희는 줄을 당겨서 말의 머리를 돌리는 놀이이다. 2014년 ‘울산중구문화거리축제’를 ‘울산마두희축제’로 명칭을 변경하여 오늘에 이르렀다. 울산마두희축제의 주요 프로그램으로는 울산큰줄당기기 ‘마두희’, 퍼레이드 댄싱대회, 마두희 줄제작, 골목 줄당기기, 기원제 등이 있다.",전통·역사 축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/199/30253/17168/c/148_2019-울산마두희축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/213,울산광역시,중구,울산광역시 중구 성남동 14,영남 한복 뽐내기,"초대작가전, 궁중복식패션쇼, 한복모델 선발대회, 시상 등 다양한 이벤트들이 준비되어 있는 한복 패션 런웨이다.",20191018,"울산, 마두희, 축제, 풍수지리, 줄다리기, 학성지, 풍요기원",20220930
366,임금님 수랏상에 올랐던 영덕대게의 모든 것 '영덕대게축제',"영덕대게축제는 대게의 본고장 경상북도 영덕 강구항 일원에서 펼쳐지는 지역축제이다. 영덕은 동해안에서 잡아들인 대게의 집산지로, 영덕대게는 조선시대까지 임금님의 수라상에 진상되었다. 영덕대게축제에서는 대게를 직접 잡는 체험, 대게 싣고 달리기, 게릴라 형식의 영덕대게 경매 등 체험 위주의 프로그램이 인기 있다. 매년 4월 중순에 열리는 이 축제에는 많은 관광객들이 방문하여 대게의 맛과 멋을 즐긴다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/103/30157/17024/c/049_2019-제22회-영덕대게축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/311,경상북도,영덕군,경상북도 영덕군 강구면 강구리 227-6,영덕대게 달리기,"수레에 대게를 싣고 이어달리기하는 체험이다. 단체전, 가족전이 있으며 참여하고 우승하면 영덕대게를 부상으로 받을 수 있다.",20191021,"영덕, 대게, 축제, 왕건, 수라상, 진상품, 박달대게, 강구항",20220930
367,임금님 수랏상에 올랐던 영덕대게의 모든 것 '영덕대게축제',"영덕대게축제는 대게의 본고장 경상북도 영덕 강구항 일원에서 펼쳐지는 지역축제이다. 영덕은 동해안에서 잡아들인 대게의 집산지로, 영덕대게는 조선시대까지 임금님의 수라상에 진상되었다. 영덕대게축제에서는 대게를 직접 잡는 체험, 대게 싣고 달리기, 게릴라 형식의 영덕대게 경매 등 체험 위주의 프로그램이 인기 있다. 매년 4월 중순에 열리는 이 축제에는 많은 관광객들이 방문하여 대게의 맛과 멋을 즐긴다.",지역음식축제,https://minio.nculture.org/amsweb-opt/multimedia_assets/103/30157/17024/c/049_2019-제22회-영덕대게축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/311,경상북도,영덕군,경상북도 영덕군 강구면 강구리 227-6,영덕박달대게 경매,"즉석에서 신선한 대게를 구매할 수 있는 기회이며, 축제 기간동안 깜짝 이벤트로 상시 진행된다.",20191021,"영덕, 대게, 축제, 왕건, 수라상, 진상품, 박달대게, 강구항",20220930
